,word,pos,countentries,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14
435,boil,vi,3,burn with passion,burn (of passion),burn/boil with anger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1386,1386,1577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,bold < beald,aj,3,impudent,brave/bold,daring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,boredom,n,3,feeling of weariness/tedium,behaviour/practice of tedious/dull person,group of bores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,1864,1883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,bounce,vt,3,force/intimidate by,intimidate/bully,utter with bluster/bravado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1626,1626,1652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,braid,n,3,sudden outburst/access of passion,fit(s)/outburst(s) of anger,outburst of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1450,1450,1450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,bravity,n,3,blustering/bravado,ostentation,bravery/boldness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1546,1547,1689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,broil,vi,3,become inflamed with passion,burn/boil with anger,burn with passion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1561,1561,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,bug,n,3,scarecrow/device for scaring birds,object of terror (usually imaginary),person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1388,1388,1771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,burning,aj,3,burning/inflamed (of passions),ardent/fervent,burning (of shame),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,1340,1605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,care < carian,vi,3,feel sorrow/grief,lament/express grief,be anxious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,careful,aj,3,causing mental pain/suffering,causing/fraught with anxiety,frightening,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,1200,1340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,carig,aj,3,causing sorrow/grief,anxious,dejected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,carry,vt,3,affect with emotion,suffer mental pain,hold/entertain/cherish (a feeling),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1577,1583,1598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,carry on,vi,3,be in state of nervous excitement,speak angrily,engage in flirtation/have an affair,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1828,1828,1876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,ceremonious,aj,3,pertaining to/consisting of ceremony/formality,pertaining to/involving social formalities,full of/accompanied by ceremony/formality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1555,1593,1611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,chagrin,aj,3,upset/perturbed,dejected,annoyed/vexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1666,1666,1706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,chagrin,n,3,cause of worry,dejection,discontent/dissatisfaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1656,1656,1716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,chagrined,aj,3,upset/perturbed,dejected,annoyed/vexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1665,1665,1724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,cheerfulness,n,3,cheerfulness,as shown in the countenance,cheerful appearance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1435,1568,1586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,cheerly,av,3,cheerfully,as cry of encouragement,in a cheering manner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1546,1597,1794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,chivalry,n,3,warlike excellence,heroic feat,chivalry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1297,1297,1790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,choler,n,3,humour as cause of irascibility,anger,irascibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1386,1530,1530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,chuckle,n,3,instance of,joy/gladness/delight,chuckling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1754,1837,1837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,cocket,aj,3,impudent,pretending to superiority,merry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1537,1537,1883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,cocking,aj,3,indulging/pampering,arrogant,blustering,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1573,1676,1676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,coldly,av,3,with self-possession/self-control,coldly/without warm feeling,in a hostile manner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1526,1550,1621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,compassion,n,3,sorrow/grief,compassion,sympathy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1340,1340,1340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,compassionate,aj,3,pitying/compassionate,exciting pity,feeling sympathy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1587,1630,1631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,complacent,aj,3,pleasant,self-satisfied,complacent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1660,1767,1767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,complain,vt,3,lament/express grief for,utter in lamenting manner,complain about,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1374,1385,1509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,condole,vt,3,express sympathy with,express regret at (a misfortune),lament/express grief for,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1588,1596,1607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,condolent,aj,3,sorrowful/afflicted with grief,expressing sympathy,lamenting/expressing grief,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1460,1598,1691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,confident,aj,3,confident,self-confident,excessively self-confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1576,1576,1597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,confidential,aj,3,confident,self-confident,privately intimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1651,1651,1759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,congenial,aj,3,congenial,according with one's own feelings,pleasant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1625,1770,1878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,constraint,n,3,suffering,(a) cause of mental pain/suffering,embarrassment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1374,1509,1706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,content,vr,3,be contented,in the sphere of action,take pleasure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1502,1538,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,contentment,n,3,action/process of satisfying/being satisfied,pleasure,contentment/satisfaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1474,1586,1597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,cool,vt,3,make cold,make calm,make wearisome/tedious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1330,1330,1716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,coolly,av,3,with self-possession/self-control,coldly/without warm feeling,shamelessly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1580,1626,1844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,coolness,n,3,lukewarmness/lack of enthusiasm,self-possession/self-control,shamelessness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1585,1607,1751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,cringe,vi,3,cower/flinch,physically,be servile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1455,1575,1620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,cumber,n,3,suffering,annoyance/vexation,cause of annoyance/vexation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,dainty,n,3,joy/gladness/delight,source of pleasure,terms of endearment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1325,1340,1611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,daring,aj,3,shuddering with fear,cowering/flinching,daring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1333,1333,1582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,daring,n,3,an act/display of daring,courage,daring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1594,1611,1611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,darling,n,3,in a family,loved thing,loveable person/creature,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1330,1430,1799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,daunt,vt,3,pet/indulge/pamper,daunt (a person's) courage/make cowardly,deaden/dull the emotions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1303,1475,1581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,daunting,n,3,action of caressing,instance/action of intimidating/bullying,consternation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1440,1440,1581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,dearly,av,3,lovingly,sincerely,with intense emotion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1205,1310,1590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,dearness,n,3,affection,loveable quality,expression/token of affection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1320,1624,1641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,delectation,n,3,joy/gladness/delight,source of pleasure,an instance/source of joy/delight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,1432,1432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,delicacy,n,3,joy/gladness/delight,source of pleasure,an instance/source of joy/delight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1386,1586,1586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,delice,n,3,joy/gladness/delight,source of pleasure,an instance/source of joy/delight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1225,1500,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,deliciosity,n,3,source of pleasure,quality of causing joy/delight,an instance/source of joy/delight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1440,1440,1440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,deliciously,av,3,so as to cause joy/delight,affectionately,joyfully,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1386,1400,1696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,deliciousness,n,3,quality of causing joy/delight,source of pleasure,an instance/source of joy/delight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1398,1749,1749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,delight,n,3,joy/gladness/delight,an instance/source of joy/delight,quality of causing joy/delight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1225,1225,1385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,demurely,av,3,seriously/solemnly,modestly,with affected modesty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,1430,1596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,demurity,n,3,seriousness/solemnity,modesty,affectedly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1483,1483,1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,despite,n,3,indignation/resentment,feeling against/a settled dislike,hostility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1325,1325,1325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,discomfort,vt,3,make dejected,render miserable,upset/perturb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1325,1397,1806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,discomfortable,aj,3,annoying/vexatious,of conditions/events,upset/perturbed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1350,1529,1844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,discontentment,n,3,displeasure,discontent/dissatisfaction,cause of indignation/resentment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1550,1572,1586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,disdain,n,3,indignation/resentment,loathing/detestation,quality of being detestable/loathsomeness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1297,1370,1590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,disdain,vt,3,displease,excite to indignation/resentment,be indignant at/resent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1470,1470,1494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,disgustful,aj,3,unpleasant,disgusting/repulsive,disgusted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1611,1678,1841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,dismal,aj,3,terrible,gloomy/depressing,dejected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1588,1617,1705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,dismally,av,3,in a terrifying manner,in dejected/gloomy manner,in a gloomy/depressing manner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1600,1709,1794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,dismals,n,3,fit of,instance/act of lamenting,depressing thing/person/circumstances,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1762,1774,1829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,dispassionate,aj,3,without emotion,calm,angry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1594,1594,1635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,dispassionately,av,3,with passion,without emotion,calmly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1658,1717,1717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,displeasure,n,3,that which is unpleasant,displeasure,sorrow/grief,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1470,1484,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,disquietment,n,3,state of being upset/perturbed,action/quality of upsetting,cause of worry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1606,1606,1658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,disrelish,vt,3,make unpleasant,dislike,excite repugnance in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1548,1604,1649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,dissatisfaction,n,3,discontent/dissatisfaction,a complaint,unsatisfactory quality/thing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1640,1640,1702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,distaste,n,3,loathing/detestation,object/cause of dislike,cause of annoyance/vexation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1598,1608,1611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,distaste,vt,3,loathe,excite repugnance in,make unpleasant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1592,1597,1606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,distasteful,aj,3,unpleasant,disgusting/repulsive,full of detestation/loathing/disgust,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1607,1607,1607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
514,distastefully,av,3,disgustedly,in unpleasant manner,disgustingly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1627,1631,1631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,doleful,aj,3,lamenting/expressing grief,gloomy/depressing,sorrowful/afflicted with grief,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1275,1275,1430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,dolent,aj,3,sorrowful/afflicted with grief,gloomy/depressing,lamenting/expressing grief,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1450,1489,1490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,dolorous,aj,3,causing sorrow/grief,sorrowful/afflicted with grief,dejected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1450,1513,1513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,down,aj,3,dejected,gloomy/depressing,dejected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1610,1873,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,down,n,3,a grudge,depressing thing/person/circumstances,dejection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1835,1856,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,dread,aj,3,terrified,terrible,awe-inspiring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,1400,1420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
521,dreadfully,av,3,with religious awe,in a terrifying manner,in a terrified manner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1303,1340,1385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,dreadly,av,3,in a terrifying manner,in a terrified manner,with religious awe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1175,1674,1847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
523,drear,aj,3,gloomy/depressing,wearisome/tedious,dejected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1629,1629,1717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,drollery,n,3,jest/pleasantry,a jest/joke,quaint,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1653,1654,1742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
525,druery,n,3,amorous love,love-token/love-gift,one who is loved/a sweetheart,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1225,1225,1315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,dry,aj,3,bland/insipid,emotionally detached,cold/lacking warm feeling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1621,1637,1637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,dryness,n,3,want of/incapacity for emotion,state/quality of being wearisome/tedious,absence of emotion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1450,1637,1748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,earmheort,aj,3,sensitive/tender-hearted,inclined to,spiritless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
529,earmlice,av,3,in manner to cause sorrow/grief,pitiably,of conditions/qualities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
530,effusive,aj,3,exhibiting itself,(of affections) overflowing/extravagant,given to/marked by exhibition of emotion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1662,1662,1855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,eie < ege,n,3,fear,awe,quality of being awesome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,elate,aj,3,elated with pride,elated,rejoicing/exultant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1386,1647,1647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,elated,aj,3,elated,rejoicing/exultant,elated with pride,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1615,1615,1658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,ellen,n,3,zeal/enthusiasm,valour/stoutness,heroic feat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535,elnung,n,3,zeal/enthusiasm,great love/devotion,envy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
536,embitter,vt,3,make sour/bitter,make bitter,exacerbate suffering,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1634,1677,1781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
537,emotive,aj,3,affecting the emotions,pertaining to the emotions,easily affected by emotion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1735,1830,1881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
538,encouragement,n,3,encouragement,the fact of being encouraged,a fact/circumstance that encourages,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1568,1598,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
539,envious,aj,3,envious,that is to be envied,loathsome/detestable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,1590,1635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,exacerbation,n,3,irritation,action of provoking hatred,exacerbation of suffering,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1582,1582,1625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,exalt,vt,3,affect with pleasurable excitement,transport with rapture/ecstasy,inspire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1533,1533,1744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
542,exaltation,n,3,pleasurable excitement,inspiration,rapture/ecstasy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1494,1494,1494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,exaltedly,av,3,with intense emotion,in (a glow of) pleasurable excitement,in a rapturous/ecstatic manner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1855,1887,1887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
544,exaltingly,av,3,in inspiring manner,in a rapturous/ecstatic manner,in a manner exciting rapture/ecstasy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1855,1855,1855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545,exasperate,vt,3,make angry,make bitter,exacerbate suffering,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1534,1548,1591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,excite,vt,3,make angry,cause/give rise to an emotion,excite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1340,1393,1850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547,excitement,n,3,exciting,excitement,an occasion of excitement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1830,1846,1878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,exhilaration,n,3,thing/person giving,pleasurable excitement,cheerfulness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1623,1626,1626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,faint,aj,3,cowardly,faint,lukewarm/lacking enthusiasm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,1320,1596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,faint,vi,3,be/become dejected,grow timid/lose courage,become insensitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1350,1350,1669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,faintly,av,3,in a timid manner,in a cowardly manner,lukewarmly/unenthusiastically,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1297,1297,1488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,fanfaronade,n,3,boasting/boastfulness,a boast,ostentation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1652,1652,1784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,favo(u)rite,n,3,favourite/pet,friend,of prince/superior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1583,1585,1599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,fear,vi,3,be alarmed,in case something happens,be afraid/fear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1489,1489,1588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,fearless,aj,3,fearless,not frightening,showing no sign of fear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,1600,1803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,fearsome,aj,3,frightening,fearful,timid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1768,1863,1863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,feed,vt,3,please/give pleasure to,a desire/appetite,affect with weariness/tedium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,1400,1933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,feel,n,3,emotional perception,an emotion,effect produced on emotions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1240,1737,1737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,feel,vt,3,feel an emotion,hold/entertain/cherish (a feeling),be emotionally affected by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,1200,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,felon,aj,3,angry,frowning/scowling,sturdily courageous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1374,1374,1375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,ferdful,aj,3,awe-inspiring,timid,cautious through fear (of offending),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,1382,1489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
